name,recclass,mass (g),fall,date,year,reclat,reclong
Miller Range 090760,LL6,70.9,Found,1/1/2009,2009,0,0
Miller Range 090863,LL5,70.9,Found,1/1/2009,2009,0,0
Miller Range 090859,L5,70.2,Found,1/1/2009,2009,0,0
Miller Range 090766,H5,69.8,Found,1/1/2009,2009,0,0
Miller Range 090869,H6,69.3,Found,1/1/2009,2009,0,0
Miller Range 090764,H6,68.9,Found,1/1/2009,2009,0,0
Miller Range 090403,L5,68.8,Found,1/1/2009,2009,0,0
Miller Range 090783,L5,68.5,Found,1/1/2009,2009,0,0
Dhofar 1499,H~5,68.3,Found,1/1/2009,2009,19.25742,54.85812
Northwest Africa 6193,Aubrite,68,Found,1/1/2009,2009,0,0
Miller Range 090923,L6,67.9,Found,1/1/2009,2009,0,0
Miller Range 090411,L6,67.6,Found,1/1/2009,2009,0,0
Miller Range 090236,CO3,67.5,Found,1/1/2009,2009,0,0
Miller Range 090747,L6,67.4,Found,1/1/2009,2009,0,0
Miller Range 090228,LL6,67.2,Found,1/1/2009,2009,0,0
Northwest Africa 6295,H3,66,Found,1/1/2009,2009,0,0
Miller Range 090763,H5,65.7,Found,1/1/2009,2009,0,0
Miller Range 090584,LL5,65.5,Found,1/1/2009,2009,0,0
Miller Range 090480,CO3,65.4,Found,1/1/2009,2009,0,0
Ramlat as Sahmah 326,H4,65.4,Found,1/1/2009,2009,20.40627,56.47532
Miller Range 090561,LL5,64.5,Found,1/1/2009,2009,0,0
Miller Range 090871,L6,63.5,Found,1/1/2009,2009,0,0
Ramlat as Sahmah 324,L6,63.2,Found,1/1/2009,2009,20.11858,56.2943
Jiddat al Harasis 625,L4,62.8,Found,1/1/2009,2009,19.98133,56.46136
Miller Range 090227,CO3,62.8,Found,1/1/2009,2009,0,0
Northwest Africa 6297,LL6,62.62,Found,1/1/2009,2009,0,0
Northwest Africa 6505,CK4,62,Found,1/1/2009,2009,0,0
Al Huqf 067,H4,61.6,Found,1/1/2009,2009,19.22597,57.54063
Miller Range 090531,L6,61.2,Found,1/1/2009,2009,0,0
Miller Range 090921,LL6,61,Found,1/1/2009,2009,0,0
Miller Range 090157,H6,60.3,Found,1/1/2009,2009,0,0
Miller Range 090781,LL6,60.3,Found,1/1/2009,2009,0,0
Miller Range 090235,CO3,60.1,Found,1/1/2009,2009,0,0
Miller Range 090284,L5,60.1,Found,1/1/2009,2009,0,0
Jiddat al Harasis 601,L6,59.8,Found,1/1/2009,2009,19.64415,55.73958
Miller Range 090643,LL6,59.7,Found,1/1/2009,2009,0,0
Northwest Africa 5990,Martian (shergottite),59,Found,1/1/2009,2009,0,0
Northwest Africa 6538,LL6,59,Found,1/1/2009,2009,0,0
Miller Range 090405,Achondrite-ung,58.8,Found,1/1/2009,2009,0,0
Miller Range 090568,L5,58.8,Found,1/1/2009,2009,0,0
Jiddat al Harasis 605,L6,58.5,Found,1/1/2009,2009,19.8629,56.00598
Northwest Africa 7483,H4,58.5,Found,1/1/2009,2009,0,0
Miller Range 090415,L6,58.4,Found,1/1/2009,2009,0,0
Northwest Africa 7480,L5,58,Found,1/1/2009,2009,0,0
Miller Range 090279,L5,57.6,Found,1/1/2009,2009,0,0
Miller Range 090400,L6,57.5,Found,1/1/2009,2009,0,0
San Juan 046,H5,57.4,Found,1/1/2009,2009,-25.442333,-69.864667
Miller Range 090749,LL6,57.1,Found,1/1/2009,2009,0,0
United Arab Emirates 015,L6,57,Found,1/1/2009,2009,22.86881,55.15153
Miller Range 090585,L5,56.2,Found,1/1/2009,2009,0,0
Miller Range 090223,L5,56,Found,1/1/2009,2009,0,0
Miller Range 090413,LL6,55,Found,1/1/2009,2009,0,0
United Arab Emirates 013,L6,55,Found,1/1/2009,2009,22.87847,55.15128
Dhofar 1498,H~6,54.8,Found,1/1/2009,2009,19.25712,54.8987
Miller Range 090625,L6,54.6,Found,1/1/2009,2009,0,0
Miller Range 090239,L6,54.3,Found,1/1/2009,2009,0,0
Miller Range 090834,L6,54,Found,1/1/2009,2009,0,0
Miller Range 090787,L6,53.8,Found,1/1/2009,2009,0,0
Miller Range 090628,L6,53.7,Found,1/1/2009,2009,0,0
Catalina 023,H~6,53.5,Found,1/1/2009,2009,-25.23333,-69.71667
Ramlat as Sahmah 299,L6,53.1,Found,1/1/2009,2009,20.66745,55.31587
United Arab Emirates 010,L6,53,Found,1/1/2009,2009,22.84997,55.14453
Watson 006,L5,53,Found,1/1/2009,2009,-30.5,131.7
Ramlat as Sahmah 294,L6,52.9,Found,1/1/2009,2009,20.69282,55.49222
Miller Range 090693,L6,52.8,Found,1/1/2009,2009,0,0
Miller Range 090103,CK5/6,52.6,Found,1/1/2009,2009,0,0
Northwest Africa 7379,L~6,52.4,Found,1/1/2009,2009,0,0
Miller Range 090407,L6,52,Found,1/1/2009,2009,0,0
Miller Range 090104,H6,51.9,Found,1/1/2009,2009,0,0
Miller Range 091010,CV3,51.7,Found,1/1/2009,2009,0,0
Miller Range 090619,LL6,51.6,Found,1/1/2009,2009,0,0
Jiddat al Harasis 597,H4,51.3,Found,1/1/2009,2009,19.6561,56.37182
Miller Range 090789,L6,51.3,Found,1/1/2009,2009,0,0
Miller Range 090879,LL6,51.2,Found,1/1/2009,2009,0,0
Miller Range 090788,L6,51,Found,1/1/2009,2009,0,0
Miller Range 090409,L5,50.5,Found,1/1/2009,2009,0,0
Northwest Africa 6533,H6,50,Found,1/1/2009,2009,0,0
Frontier Mountain 09006,L6,49.9,Found,1/1/2009,2009,-72.9539,160.45248
Miller Range 090274,LL6,49.5,Found,1/1/2009,2009,0,0
Miller Range 090138,CO3,49.4,Found,1/1/2009,2009,0,0
Miller Range 090998,L6,49.3,Found,1/1/2009,2009,0,0
Ramlat as Sahmah 296,L6,49.3,Found,1/1/2009,2009,20.66842,55.34008
San Juan 052,L3,49,Found,1/1/2009,2009,-25.4395,-69.885833
Dhofar 1509,H~4,48.7,Found,1/1/2009,2009,18.62372,54.28792
Northwest Africa 6365,L5,48.7,Found,1/1/2009,2009,0,0
Miller Range 090155,L6,48.1,Found,1/1/2009,2009,0,0
Miller Range 090833,H6,48,Found,1/1/2009,2009,0,0
Northwest Africa 5787,Eucrite,48,Found,1/1/2009,2009,0,0
Miller Range 090744,LL6,47.6,Found,1/1/2009,2009,0,0
Miller Range 090873,L5,47,Found,1/1/2009,2009,0,0
Miller Range 091001,LL6,47,Found,1/1/2009,2009,0,0
United Arab Emirates 003,H6,47,Found,1/1/2009,2009,22.70986,55.12542
Miller Range 091002,LL6,46.9,Found,1/1/2009,2009,0,0
Miller Range 090878,L5,46.3,Found,1/1/2009,2009,0,0
Miller Range 090452,LL6,46.1,Found,1/1/2009,2009,0,0
Miller Range 090159,Diogenite,45.5,Found,1/1/2009,2009,0,0
Miller Range 090924,L6,45.5,Found,1/1/2009,2009,0,0
Northwest Africa 7481,L6,45.5,Found,1/1/2009,2009,0,0
Northwest Africa 6504,L3,45,Found,1/1/2009,2009,0,0
Northwest Africa 7378,L~4-6,45,Found,1/1/2009,2009,0,0
United Arab Emirates 024,L6,45,Found,1/1/2009,2009,22.89314,55.17828
Miller Range 090158,H5,44.7,Found,1/1/2009,2009,0,0
Northwest Africa 5882,LL6,44,Found,1/1/2009,2009,0,0
Northwest Africa 6171,Lodranite,44,Found,1/1/2009,2009,0,0
Northwest Africa 6204,L4-6,43.5,Found,1/1/2009,2009,0,0
Jiddat al Harasis 621,L6,43.4,Found,1/1/2009,2009,19.38518,55.3774
Miller Range 090282,L6,43.3,Found,1/1/2009,2009,0,0
Miller Range 090410,L6,43.1,Found,1/1/2009,2009,0,0
Miller Range 090797,L6,43.1,Found,1/1/2009,2009,0,0
Miller Range 090454,CO3,43,Found,1/1/2009,2009,0,0
Miller Range 090997,L6,43,Found,1/1/2009,2009,0,0
Jiddat al Harasis 618,H4,42.9,Found,1/1/2009,2009,19.23997,55.37023
Dhofar 1527,Lunar (feldsp. breccia),42.6,Found,1/1/2009,2009,19.3895,54.467
Miller Range 090270,L5,42.6,Found,1/1/2009,2009,0,0
Northwest Africa 6201,Ureilite,42,Found,1/1/2009,2009,0,0
San Juan 049,H5,41.8,Found,1/1/2009,2009,-25.439333,-69.886333
Miller Range 090612,L6,41.7,Found,1/1/2009,2009,0,0
Frontier Mountain 09018,H5,41.4,Found,1/1/2009,2009,-72.95275,160.4837
Miller Range 090784,L5,41.3,Found,1/1/2009,2009,0,0
Miller Range 090999,L6,41.1,Found,1/1/2009,2009,0,0
Miller Range 090152,CO3,40.4,Found,1/1/2009,2009,0,0
Miller Range 090627,L5,40.4,Found,1/1/2009,2009,0,0
Jiddat al Harasis 602,H6,40,Found,1/1/2009,2009,19.67827,55.86458
Miller Range 090876,L5,40,Found,1/1/2009,2009,0,0
Northwest Africa 6536,H6,40,Found,1/1/2009,2009,0,0
Northwest Africa 7377,LL~6,39.9,Found,1/1/2009,2009,0,0
Miller Range 090271,LL6,39.8,Found,1/1/2009,2009,0,0
Jiddat al Harasis 598,L6,39.2,Found,1/1/2009,2009,19.82772,55.67342
Catalina 025,L~6,39,Found,1/1/2009,2009,-25.23333,-69.71667
Miller Range 090767,H5,39,Found,1/1/2009,2009,0,0
United Arab Emirates 028,L6,39,Found,1/1/2009,2009,22.89092,55.17989
Miller Range 090456,LL6,38.9,Found,1/1/2009,2009,0,0
Miller Range 090222,LL6,38.7,Found,1/1/2009,2009,0,0
Miller Range 090451,CO3,38.7,Found,1/1/2009,2009,0,0
Miller Range 090229,H5,38.5,Found,1/1/2009,2009,0,0
Miller Range 090981,CV3,38.5,Found,1/1/2009,2009,0,0
San Juan 039,L6,38.5,Found,1/1/2009,2009,-25.371,-69.8975
Miller Range 090782,L6,38.3,Found,1/1/2009,2009,0,0
Miller Range 090642,LL6,38.2,Found,1/1/2009,2009,0,0
Miller Range 090877,L6,38.1,Found,1/1/2009,2009,0,0
Miller Range 090193,LL6,37.9,Found,1/1/2009,2009,0,0
Bluewing 037,H5,37.2,Found,1/1/2009,2009,40.2819,-118.94693
Miller Range 090872,LL6,37.2,Found,1/1/2009,2009,0,0
Northwest Africa 5741,CK4,37,Found,1/1/2009,2009,0,0
Miller Range 090745,L6,36.4,Found,1/1/2009,2009,0,0
Miller Range 090991,L6,36,Found,1/1/2009,2009,0,0
Northwest Africa 5937,Ureilite,36,Found,1/1/2009,2009,0,0
Northwest Africa 6534,L4,36,Found,1/1/2009,2009,0,0
Miller Range 090416,L4,35.9,Found,1/1/2009,2009,0,0
Miller Range 090778,L6,35.1,Found,1/1/2009,2009,0,0
Miller Range 090624,L6,35,Found,1/1/2009,2009,0,0
Miller Range 091009,LL6,35,Found,1/1/2009,2009,0,0
United Arab Emirates 021,L6,35,Found,1/1/2009,2009,22.88872,55.184444
San Juan 040,H3-5,34.5,Found,1/1/2009,2009,-25.44,-69.884
Jiddat al Harasis 624,L6,34.2,Found,1/1/2009,2009,19.43198,55.36335
Miller Range 090790,L5,34.1,Found,1/1/2009,2009,0,0
Miller Range 090883,H5,34.1,Found,1/1/2009,2009,0,0
Shalim 014,L6,34.1,Found,1/1/2009,2009,18.99932,55.49522
Miller Range 090221,Diogenite,34,Found,1/1/2009,2009,0,0
Miller Range 090226,L6,34,Found,1/1/2009,2009,0,0
Miller Range 090453,CO3,33.9,Found,1/1/2009,2009,0,0
Miller Range 090194,L6,33.3,Found,1/1/2009,2009,0,0
Miller Range 090412,LL5,33.3,Found,1/1/2009,2009,0,0
Miller Range 090934,L6,33.3,Found,1/1/2009,2009,0,0
Miller Range 090830,LL6,33.1,Found,1/1/2009,2009,0,0
Miller Range 090621,L6,32.9,Found,1/1/2009,2009,0,0
Miller Range 090870,LL6,32.8,Found,1/1/2009,2009,0,0
Miller Range 090583,L6,32.7,Found,1/1/2009,2009,0,0
Miller Range 090648,H-melt rock,32.7,Found,1/1/2009,2009,0,0
Miller Range 090457,CO3,32.6,Found,1/1/2009,2009,0,0
Miller Range 091004,Lodranite,32.5,Found,1/1/2009,2009,0,0
Miller Range 090408,L6,31.8,Found,1/1/2009,2009,0,0
Miller Range 090663,L6,31.6,Found,1/1/2009,2009,0,0
Miller Range 090473,CO3,31.4,Found,1/1/2009,2009,0,0
Miller Range 091005,LL6,31.4,Found,1/1/2009,2009,0,0
Allan Hills 09008,H5,31.3,Found,1/1/2009,2009,0,0
Miller Range 090273,L6,31,Found,1/1/2009,2009,0,0
Ramlat as Sahmah 293,H5-6,31,Found,1/1/2009,2009,20.62837,55.53118
Miller Range 090208,L5,30.9,Found,1/1/2009,2009,0,0
Miller Range 090459,CO3,30.6,Found,1/1/2009,2009,0,0
Miller Range 090629,H5,30.6,Found,1/1/2009,2009,0,0
Allan Hills 09014,L5,30.2,Found,1/1/2009,2009,0,0
Sayh al Uhaymir 520,H5,30.2,Found,1/1/2009,2009,20.42087,56.50033
Miller Range 090880,LL6,30,Found,1/1/2009,2009,0,0
Miller Range 090244,LL5,29.7,Found,1/1/2009,2009,0,0
Jiddat al Harasis 603,H5,29.4,Found,1/1/2009,2009,19.70455,55.8819
Miller Range 090419,L6,29.4,Found,1/1/2009,2009,0,0
San Juan 050,H6,29.4,Found,1/1/2009,2009,-25.439667,-69.8865
Miller Range 090937,Mesosiderite,29.2,Found,1/1/2009,2009,0,0
Northwest Africa 6539,CV3,29,Found,1/1/2009,2009,0,0
Jiddat al Harasis 573,H4-6,28.9,Found,1/1/2009,2009,19.75168,56.33057
Miller Range 090697,L6,28.9,Found,1/1/2009,2009,0,0
Miller Range 090799,LL-melt rock,28.8,Found,1/1/2009,2009,0,0
Miller Range 090201,L5,28.6,Found,1/1/2009,2009,0,0
Miller Range 090768,H5,28.3,Found,1/1/2009,2009,0,0
Miller Range 090220,Diogenite,28,Found,1/1/2009,2009,0,0
Miller Range 090196,H6,27.7,Found,1/1/2009,2009,0,0
Northwest Africa 7376,L~6,27.7,Found,1/1/2009,2009,0,0
San Juan 036,L6,27.6,Found,1/1/2009,2009,-25.4405,-69.880167
Miller Range 090200,L5,27.5,Found,1/1/2009,2009,0,0
Northwest Africa 7482,H5,27.5,Found,1/1/2009,2009,0,0
Miller Range 090655,LL6,27.4,Found,1/1/2009,2009,0,0
Frontier Mountain 09015,H6,27.3,Found,1/1/2009,2009,-72.95225,160.4715
Frontier Mountain 09008,L3,27,Found,1/1/2009,2009,-72.95302,160.45972
Miller Range 090463,CO3,26.7,Found,1/1/2009,2009,0,0
Miller Range 090636,L5,26.5,Found,1/1/2009,2009,0,0
Miller Range 090569,L6,26.4,Found,1/1/2009,2009,0,0
Miller Range 090941,H5,26.4,Found,1/1/2009,2009,0,0
San Juan 043,H5,26.4,Found,1/1/2009,2009,-25.443167,-69.8825
Miller Range 090884,LL6,26.3,Found,1/1/2009,2009,0,0
Frontier Mountain 09023,H5,26,Found,1/1/2009,2009,-72.95245,160.49077
Miller Range 090476,L5,25.9,Found,1/1/2009,2009,0,0
Maribo,CM2,25.81,Fell,1/1/2009,2009,54.76183,11.46745
Miller Range 090192,L6,25.7,Found,1/1/2009,2009,0,0
Miller Range 090460,LL6,25.7,Found,1/1/2009,2009,0,0
Miller Range 090240,LL6,25.6,Found,1/1/2009,2009,0,0
Miller Range 090464,CO3,25.6,Found,1/1/2009,2009,0,0
Miller Range 091006,LL6,25.6,Found,1/1/2009,2009,0,0
Allan Hills 09013,L6,25.5,Found,1/1/2009,2009,0,0
Miller Range 090472,LL5,25.4,Found,1/1/2009,2009,0,0
Miller Range 090449,LL6,25.3,Found,1/1/2009,2009,0,0
Miller Range 090694,L5,25.2,Found,1/1/2009,2009,0,0
Miller Range 090207,H6,25.1,Found,1/1/2009,2009,0,0
Miller Range 090477,LL6,25.1,Found,1/1/2009,2009,0,0
Miller Range 090243,L5,25,Found,1/1/2009,2009,0,0
Northwest Africa 6535,H6,25,Found,1/1/2009,2009,0,0
Miller Range 090758,H5,24.9,Found,1/1/2009,2009,0,0
Miller Range 090866,L5,24.9,Found,1/1/2009,2009,0,0
Allan Hills 09009,L6,24.8,Found,1/1/2009,2009,0,0
Miller Range 090794,L5,24.7,Found,1/1/2009,2009,0,0
Miller Range 090996,L6,24.7,Found,1/1/2009,2009,0,0
Miller Range 090638,L6,24.5,Found,1/1/2009,2009,0,0
Miller Range 090695,L6,24.4,Found,1/1/2009,2009,0,0
Miller Range 090202,L6,24.1,Found,1/1/2009,2009,0,0
Miller Range 090795,L6,24,Found,1/1/2009,2009,0,0
Miller Range 090936,LL5,23.7,Found,1/1/2009,2009,0,0
Miller Range 090197,H6,23.6,Found,1/1/2009,2009,0,0
Miller Range 090882,LL6,23.6,Found,1/1/2009,2009,0,0
Tieret 002,L6,23.5,Found,1/1/2009,2009,30.79576,10.24557
Frontier Mountain 09007,L4,23.4,Found,1/1/2009,2009,-72.95392,160.45612
Miller Range 090798,L5,23.4,Found,1/1/2009,2009,0,0
Miller Range 090933,L6,23.4,Found,1/1/2009,2009,0,0
Northwest Africa 7375,L~6,23.4,Found,1/1/2009,2009,0,0
United Arab Emirates 008,H5,23,Found,1/1/2009,2009,22.79064,55.09453
Miller Range 090150,LL5,22.6,Found,1/1/2009,2009,0,0
Miller Range 090199,L6,22.2,Found,1/1/2009,2009,0,0
Jiddat al Harasis 623,H4,22.1,Found,1/1/2009,2009,19.43098,55.36403
Miller Range 090990,L6,21.9,Found,1/1/2009,2009,0,0
Miller Range 090703,L6,21.8,Found,1/1/2009,2009,0,0
Miller Range 090204,L5,21.3,Found,1/1/2009,2009,0,0
Miller Range 090470,CO3,21.3,Found,1/1/2009,2009,0,0
Miller Range 090796,L6,21.3,Found,1/1/2009,2009,0,0
Miller Range 090442,L5,21.1,Found,1/1/2009,2009,0,0
Miller Range 090278,L6,21,Found,1/1/2009,2009,0,0
Miller Range 090299,L6,21,Found,1/1/2009,2009,0,0
United Arab Emirates 012,L6,21,Found,1/1/2009,2009,22.86056,55.18317
Tieret 006,L4,20.7,Found,1/1/2009,2009,30.97153,10.05499
Northwest Africa 7374,L~6,20.6,Found,1/1/2009,2009,0,0
Miller Range 090680,L5,20.4,Found,1/1/2009,2009,0,0
Miller Range 090793,LL5,20.3,Found,1/1/2009,2009,0,0
Ramlat as Sahmah 311,H4-6,20.3,Found,1/1/2009,2009,20.78388,55.44787
Northwest Africa 6503,LL6,20.1,Found,1/1/2009,2009,0,0
Miller Range 090474,CO3,20,Found,1/1/2009,2009,0,0
Miller Range 090475,LL6,20,Found,1/1/2009,2009,0,0
Northwest Africa 6187,Winonaite,20,Found,1/1/2009,2009,0,0
Miller Range 090198,L6,19.9,Found,1/1/2009,2009,0,0
Miller Range 090874,L6,19.9,Found,1/1/2009,2009,0,0
Miller Range 090281,CM2,19.8,Found,1/1/2009,2009,0,0
Frontier Mountain 09009,H5,19.7,Found,1/1/2009,2009,-72.95267,160.46532
Miller Range 090272,LL6,19.7,Found,1/1/2009,2009,0,0
Miller Range 090447,L5,19.6,Found,1/1/2009,2009,0,0
Miller Range 090681,H5,19.6,Found,1/1/2009,2009,0,0
Watson 007,EL3,19.5,Found,1/1/2009,2009,-30.48333,131.68333
Miller Range 090634,L6,19.4,Found,1/1/2009,2009,0,0
Miller Range 090791,LL6,19.4,Found,1/1/2009,2009,0,0
Miller Range 090656,L5,19.3,Found,1/1/2009,2009,0,0
Watson 010,H5,19.3,Found,1/1/2009,2009,-30.5,131.71667
Miller Range 090191,H6,19.2,Found,1/1/2009,2009,0,0
Northwest Africa 6440,CR2,19.1,Found,1/1/2009,2009,0,0
Northwest Africa 6190,R4,19,Found,1/1/2009,2009,0,0
United Arab Emirates 016,L6,19,Found,1/1/2009,2009,22.86878,55.15008
Northwest Africa 7372,L~6,18.9,Found,1/1/2009,2009,0,0
Miller Range 090390,LL6,18.6,Found,1/1/2009,2009,0,0
Tieret 005,L6,18.3,Found,1/1/2009,2009,30.96759,10.04677
Allan Hills 09012,L6,18.1,Found,1/1/2009,2009,0,0
Miller Range 090245,LL6,18,Found,1/1/2009,2009,0,0
Miller Range 090935,LL5,17.9,Found,1/1/2009,2009,0,0
Miller Range 090804,L6,17.8,Found,1/1/2009,2009,0,0
Shişr 167,L6,17.65,Found,1/1/2009,2009,18.32333,53.38767
Miller Range 090288,CM1/2,17.4,Found,1/1/2009,2009,0,0
Miller Range 090659,L5,17.4,Found,1/1/2009,2009,0,0
Miller Range 090792,L6,17.1,Found,1/1/2009,2009,0,0
Tieret 003,H6,17.1,Found,1/1/2009,2009,30.8193,10.2503
Dhofar 1502,H~5,17,Found,1/1/2009,2009,18.8005,54.35133
Miller Range 090206,Achondrite-ung,17,Found,1/1/2009,2009,0,0
Dhofar 1503,H~5,16.9,Found,1/1/2009,2009,18.72345,54.3155
Miller Range 090688,LL6,16.9,Found,1/1/2009,2009,0,0
Miller Range 090759,L6,16.9,Found,1/1/2009,2009,0,0
Miller Range 090939,LL6,16.9,Found,1/1/2009,2009,0,0
Miller Range 090589,LL6,16.8,Found,1/1/2009,2009,0,0
Miller Range 090297,L5,16.7,Found,1/1/2009,2009,0,0
Frontier Mountain 09019,L4,16.6,Found,1/1/2009,2009,-72.95275,160.4837
Miller Range 090637,H6,16.4,Found,1/1/2009,2009,0,0
Miller Range 090154,CK6,16.3,Found,1/1/2009,2009,0,0
Frontier Mountain 09021,L4,16.2,Found,1/1/2009,2009,-72.9531,160.48677
Frontier Mountain 09013,L3,16,Found,1/1/2009,2009,-72.95278,160.47237
Miller Range 090573,L5,16,Found,1/1/2009,2009,0,0
Miller Range 090483,CO3,15.9,Found,1/1/2009,2009,0,0
Miller Range 090484,LL6,15.9,Found,1/1/2009,2009,0,0
Miller Range 090603,LL6,15.9,Found,1/1/2009,2009,0,0
Miller Range 090769,H5,15.9,Found,1/1/2009,2009,0,0
Allan Hills 09003,L6,15.5,Found,1/1/2009,2009,-76.74245,159.37458
Miller Range 090195,L6,15.5,Found,1/1/2009,2009,0,0
Miller Range 090248,H5,15.3,Found,1/1/2009,2009,0,0
Miller Range 090441,EL6,15.3,Found,1/1/2009,2009,0,0
Frontier Mountain 09005,H4,15.1,Found,1/1/2009,2009,-72.95388,160.45022
United Arab Emirates 009,H6,15,Found,1/1/2009,2009,22.79317,55.09667
United Arab Emirates 017,L6,15,Found,1/1/2009,2009,22.86589,55.15669
Miller Range 090317,L6,14.9,Found,1/1/2009,2009,0,0
Miller Range 090250,H6,14.8,Found,1/1/2009,2009,0,0
Miller Range 090901,H6,14.8,Found,1/1/2009,2009,0,0
Miller Range 090249,H6,14.6,Found,1/1/2009,2009,0,0
Miller Range 090803,H5,14.6,Found,1/1/2009,2009,0,0
Miller Range 090875,LL6,14.6,Found,1/1/2009,2009,0,0
Miller Range 090885,LL6,14.6,Found,1/1/2009,2009,0,0
Jiddat al Harasis 619,CO3,14.5,Found,1/1/2009,2009,19.32625,55.3659
Miller Range 090211,LL6,14.5,Found,1/1/2009,2009,0,0
Miller Range 090209,L6,14.4,Found,1/1/2009,2009,0,0
Miller Range 090275,LL6,14.4,Found,1/1/2009,2009,0,0
Miller Range 090466,CO3,14.3,Found,1/1/2009,2009,0,0
Allan Hills 09011,LL6,14.2,Found,1/1/2009,2009,0,0
Miller Range 090696,CO3,14.2,Found,1/1/2009,2009,0,0
Miller Range 090471,LL5,14.1,Found,1/1/2009,2009,0,0
Miller Range 090652,H6,14.1,Found,1/1/2009,2009,0,0
San Juan 047,H5,14.1,Found,1/1/2009,2009,-25.443,-69.863667
Miller Range 090461,CO3,14,Found,1/1/2009,2009,0,0
Miller Range 090831,H5,14,Found,1/1/2009,2009,0,0
Miller Range 090296,H6,13.9,Found,1/1/2009,2009,0,0
Miller Range 090675,L5,13.9,Found,1/1/2009,2009,0,0
San Juan 042,H3,13.9,Found,1/1/2009,2009,-25.444833,-69.881
Miller Range 090315,L5,13.8,Found,1/1/2009,2009,0,0
Miller Range 090609,L5,13.8,Found,1/1/2009,2009,0,0
Miller Range 090912,H6,13.8,Found,1/1/2009,2009,0,0
Frontier Mountain 09024,H5,13.7,Found,1/1/2009,2009,-72.95312,160.49633
Miller Range 090468,CO3,13.6,Found,1/1/2009,2009,0,0
Miller Range 090550,L6,13.5,Found,1/1/2009,2009,0,0
Miller Range 090707,L5,13.5,Found,1/1/2009,2009,0,0
Miller Range 090246,L5,13.4,Found,1/1/2009,2009,0,0
Miller Range 090203,L6,13.1,Found,1/1/2009,2009,0,0
Miller Range 090836,H5,13.1,Found,1/1/2009,2009,0,0
Miller Range 090266,L5,13,Found,1/1/2009,2009,0,0
Frontier Mountain 09020,H4,12.9,Found,1/1/2009,2009,-72.95243,160.48522
Miller Range 090658,H6,12.8,Found,1/1/2009,2009,0,0
Miller Range 090835,LL5,12.8,Found,1/1/2009,2009,0,0
Frontier Mountain 09012,H6,12.7,Found,1/1/2009,2009,-72.95267,160.46532
Miller Range 090602,L5,12.6,Found,1/1/2009,2009,0,0
Dhofar 1614,L5,12.5,Found,1/1/2009,2009,18.72858,54.53281
Miller Range 090600,L6,12.5,Found,1/1/2009,2009,0,0
Miller Range 090886,H6,12.3,Found,1/1/2009,2009,0,0
Miller Range 090938,LL6,12.2,Found,1/1/2009,2009,0,0
Miller Range 090701,LL6,12.1,Found,1/1/2009,2009,0,0
Miller Range 090881,L5,12.1,Found,1/1/2009,2009,0,0
Miller Range 090190,H5,12,Found,1/1/2009,2009,0,0
Miller Range 090931,LL6,11.9,Found,1/1/2009,2009,0,0
Miller Range 090940,L6,11.8,Found,1/1/2009,2009,0,0
Frontier Mountain 09025,H4,11.7,Found,1/1/2009,2009,-72.95312,160.49633
Miller Range 090298,L5,11.7,Found,1/1/2009,2009,0,0
Miller Range 090704,L6,11.7,Found,1/1/2009,2009,0,0
Miller Range 090646,CV3,11.4,Found,1/1/2009,2009,0,0
San Juan 037,L5,11.4,Found,1/1/2009,2009,-25.439833,-69.880333
Miller Range 090242,LL5,11.3,Found,1/1/2009,2009,0,0
Miller Range 090391,LL6,11.2,Found,1/1/2009,2009,0,0
Miller Range 090241,H6,11.1,Found,1/1/2009,2009,0,0
Miller Range 090630,L5,11.1,Found,1/1/2009,2009,0,0
Tieret 007,H5,11,Found,1/1/2009,2009,30.97562,10.09026
Miller Range 090430,LL6,10.9,Found,1/1/2009,2009,0,0
Miller Range 090731,L6,10.9,Found,1/1/2009,2009,0,0
Miller Range 090802,H5,10.9,Found,1/1/2009,2009,0,0
Miller Range 090635,H6,10.8,Found,1/1/2009,2009,0,0
Dhofar 1501,H~5,10.6,Found,1/1/2009,2009,18.80522,54.35308
Frontier Mountain 09014,H6,10.6,Found,1/1/2009,2009,-72.95278,160.47237
San Juan 048,H5,10.6,Found,1/1/2009,2009,-25.447333,-69.8835
Tieret 004,H5,10.6,Found,1/1/2009,2009,30.96791,10.04587
Miller Range 090213,L6,10.5,Found,1/1/2009,2009,0,0
Miller Range 090171,CV3,10.4,Found,1/1/2009,2009,0,0
Miller Range 090910,LL6,10.4,Found,1/1/2009,2009,0,0
San Juan 035,H5,10.3,Found,1/1/2009,2009,-25.439667,-69.879833
Miller Range 090319,L6,10.2,Found,1/1/2009,2009,0,0
Miller Range 090773,L5,10.2,Found,1/1/2009,2009,0,0
Miller Range 090467,CO3,10.1,Found,1/1/2009,2009,0,0
Miller Range 090294,CK5,10,Found,1/1/2009,2009,0,0
Miller Range 090311,LL5,10,Found,1/1/2009,2009,0,0
Miller Range 090706,L6,10,Found,1/1/2009,2009,0,0
Miller Range 091008,LL6,9.9,Found,1/1/2009,2009,0,0
San Juan 045,H3,9.9,Found,1/1/2009,2009,-25.4435,-69.866667
Miller Range 090579,L6,9.8,Found,1/1/2009,2009,0,0
Miller Range 090679,L6,9.8,Found,1/1/2009,2009,0,0
Miller Range 090995,Diogenite,9.8,Found,1/1/2009,2009,0,0
