name,recclass,mass (g),fall,date,year,reclat,reclong
Coldwater (stone),H5,16000,Found,1/1/1924,1924,37.26667,-99.33333
Beeler,LL6,11620,Found,1/1/1924,1924,38.53333,-100.21667
Forksville,L6,6067,Fell,1/1/1924,1924,36.78333,-78.08333
Santa Isabel,L6,5500,Fell,1/1/1924,1924,-33.9,-61.7
Muraid,L6,4703,Fell,1/1/1924,1924,24.5,90.21667
Success,L6,3500,Fell,1/1/1924,1924,36.48333,-90.66667
La Colina,H5,2000,Fell,1/1/1924,1924,-37.33333,-61.53333
Dermbach,Iron ungrouped,1500,Found,1/1/1924,1924,50.71667,10.11667
Unkoku,OC,1000,Fell,1/1/1924,1924,34.8,127
Fenghsien-Ku,H5,82,Fell,1/1/1924,1924,34.6,116.75
Patos de Minas (octahedrite),Iron IAB complex,200000,Found,1/1/1925,1925,-18.58333,-46.53333
Sandia Mountains,Iron IIAB,45000,Found,1/1/1925,1925,35.25,-106.5
Glenormiston,Iron ungrouped,40800,Found,1/1/1925,1925,-22.9,138.71667
Patos de Minas (hexahedrite),Iron IIAB,32000,Found,1/1/1925,1925,-18.58333,-46.53333
Aïr,L6,24000,Fell,1/1/1925,1925,19.08333,8.38333
Opava,Iron,14300,Found,1/1/1925,1925,49.96667,17.9
Morven,H4/5,7100,Found,1/1/1925,1925,-44.81667,171.13333
Lanzenkirchen,L4,7000,Fell,1/1/1925,1925,47.75,16.23333
Queen's Mercy,H6,7000,Fell,1/1/1925,1925,-30.11667,28.7
Chaves,Howardite,2945,Fell,1/1/1925,1925,41.93333,-7.46667
Ellemeet,Diogenite,1470,Fell,1/1/1925,1925,51.75,4
Lebedinnyi,Iron,410,Found,1/1/1925,1925,55.95,125.4
Numakai,H4,363,Fell,1/1/1925,1925,43.33333,141.86667
Renca,L5,300,Fell,1/1/1925,1925,-32.75,-65.28333
Maria Linden,L4,114,Fell,1/1/1925,1925,,
Murchison Downs,Iron ungrouped,33,Found,1/1/1925,1925,-26.66667,119
Tacoma,Iron IAB complex,16.7,Found,1/1/1925,1925,47.25,-122.41667
Villarrica,Stone-uncl,,Fell,1/1/1925,1925,-25.83333,-56.5
Oakley (iron),Iron IIIF,111000,Found,1/1/1926,1926,42.33333,-113.7
Deport,Iron IAB-sLL,15000,Found,1/1/1926,1926,33.51667,-95.3
Lua,L5,9241,Fell,1/1/1926,1926,24.95,75.15
Okahandja,Iron IIAB,6580,Found,1/1/1926,1926,-21.98333,16.93333
Ojuelos Altos,L6,5850,Fell,1/1/1926,1926,38.18333,-5.4
Weatherford,CBa,2000,Found,1/1/1926,1926,35.5,-98.7
Peck's Spring,L5,1600,Found,1/1/1926,1926,32,-102
Urasaki,Stone-uncl,1500,Fell,1/1/1926,1926,34.48333,133.28333
Jajh deh Kot Lalu,EL6,973,Fell,1/1/1926,1926,26.75,68.41667
Vincent,L5,430,Found,1/1/1926,1926,-35.01667,139.91667
Komagome,Iron,238,Fell,1/1/1926,1926,35.73333,139.75
Palmyra,L3,135,Fell,1/1/1926,1926,39.8,-91.5
Ulmiz,L,76.5,Fell,1/1/1926,1926,46.93333,7.21667
Wallapai,Iron IID,430000,Found,1/1/1927,1927,35.8,-113.7
Hugoton,H5,350000,Found,1/1/1927,1927,37.2,-101.35
Udei Station,Iron IAB-ung,103000,Fell,1/1/1927,1927,7.95,8.08333
Social Circle,Iron IVA,99300,Found,1/1/1927,1927,33.7,-83.7
Tilden,L6,74800,Fell,1/1/1927,1927,38.2,-89.68333
Hinojal,L6,50000,Found,1/1/1927,1927,-32.36667,-60.15
Dix,L6,44000,Found,1/1/1927,1927,41.23333,-103.48333
Pinnaroo,Mesosiderite-A4,39400,Found,1/1/1927,1927,-35.38333,140.91667
Washington County,Iron ungrouped,5750,Found,1/1/1927,1927,39.7,-103.16667
Ulysses,H4,3900,Found,1/1/1927,1927,37.6,-101.25
Oesede,H5,1400,Fell,1/1/1927,1927,52.28333,8.05
Ballinger,Iron IAB-MG,1250,Found,1/1/1927,1927,31.76667,-99.98333
Mamra Springs,L6,1000,Fell,1/1/1927,1927,45.21667,62.08333
Sopot,OC,958,Fell,1/1/1927,1927,44.41667,23.5
Trysil,L/LL6,640,Fell,1/1/1927,1927,61.3,12.3
Genichesk,L5/6,531,Found,1/1/1927,1927,46.7,32.6
Orlovka,H5,40500,Found,1/1/1928,1928,56,76.75
Winona,Winonaite,24000,Found,1/1/1928,1928,35.2,-111.4
Taicang,Stone-uncl,20000,Found,1/1/1928,1928,31.5,121.08333
Piñon,Iron ungrouped,17850,Found,1/1/1928,1928,32.66667,-105.1
Naoki,H6,17000,Fell,1/1/1928,1928,19.25,77
Adams County,H5,5700,Found,1/1/1928,1928,39.96667,-103.76667
Utzenstorf,H5,3422,Fell,1/1/1928,1928,47.11667,7.55
Isthilart,H5,3050,Fell,1/1/1928,1928,-31.18333,-57.95
York (stone),L6,1440,Found,1/1/1928,1928,40.86667,-97.6
Cotesfield,L6,1160,Found,1/1/1928,1928,41.36667,-98.63333
Hinojo,H,1155,Found,1/1/1928,1928,-36.86667,-60.16667
Lawrence,L6,515,Found,1/1/1928,1928,38.96667,-95.16667
Morro do Rocio,H5,369,Found,1/1/1928,1928,-27,-51
Narellan,L6,367.5,Fell,1/1/1928,1928,-34.05,150.68889
Oterøy,L6,246,Fell,1/1/1928,1928,58.88333,9.4
Yoshiki,Stone-uncl,0.1,Fell,1/1/1928,1928,34.16667,131.45
Grant,Iron IIIAB,525000,Found,1/1/1929,1929,35.16667,-107.88333
Ozona,H6,127500,Found,1/1/1929,1929,30.73333,-101.3
Chihuahua City,Iron IC,54000,Found,1/1/1929,1929,28.66667,-106.11667
Olmedilla de Alarcón,H5,40000,Fell,1/1/1929,1929,39.56667,-2.1
Beardsley,H5,16000,Fell,1/1/1929,1929,39.8,-101.2
Campbellsville,Iron IIIAB,15400,Found,1/1/1929,1929,37.36667,-85.36667
Khmelevka,L5,6109,Fell,1/1/1929,1929,56.75,75.33333
Tauk,L6,6000,Fell,1/1/1929,1929,35.13333,44.45
Padvarninkai,Eucrite-mmict,3858,Fell,1/1/1929,1929,55.66667,25
Bald Mountain,L4,3700,Fell,1/1/1929,1929,35.96667,-82.48333
Rewari,L6,3332,Fell,1/1/1929,1929,28.2,76.66667
Krzadka,Iron,2500,Found,1/1/1929,1929,50.375,21.73333
Mellenbye,LL6,1181.6,Found,1/1/1929,1929,-28.85,116.28333
Kappakoola,H6,392.5,Found,1/1/1929,1929,-33.25,135.53333
Valley Wells,L6,129.9,Found,1/1/1929,1929,35.46667,-115.66667
Mbosi,Iron ungrouped,16000000,Found,1/1/1930,1930,-9.11667,33.06667
Paragould,LL5,408000,Fell,1/1/1930,1930,36.06667,-90.5
Bencubbin,CBa,118000,Found,1/1/1930,1930,-30.75,117.78333
Uwharrie,Iron IIIAB,72700,Found,1/1/1930,1930,35.51667,-79.96667
Landes,Iron IAB-MG,69800,Found,1/1/1930,1930,38.9,-79.18333
Miami,H5,57700,Found,1/1/1930,1930,35.66667,-100.6
Karoonda,CK4,41730,Fell,1/1/1930,1930,-35.08333,139.91667
Miller (Arkansas),H5,16700,Fell,1/1/1930,1930,35.4,-92.05
Tell,H6,16600,Found,1/1/1930,1930,34.38333,-100.4
Oldenburg (1930),L6,16570,Fell,1/1/1930,1930,52.95,8.16667
Moorleah,L6,8887.5,Fell,1/1/1930,1930,-40.975,145.6
Lillaverke,H5,6862,Fell,1/1/1930,1930,56.65,15.86667
Borrego,L6,2126,Found,1/1/1930,1930,33.26667,-116.38333
Plantersville,H6,2085,Fell,1/1/1930,1930,30.7,-96.11667
Aguada,L6,1620,Fell,1/1/1930,1930,-31.6,-65.23333
Boriskino,CM2,1342,Fell,1/1/1930,1930,54.23333,52.48333
Gyokukei,OC,1320,Fell,1/1/1930,1930,35,127.5
Malampaka,H,470,Fell,1/1/1930,1930,-3.13333,33.51667
Jilong,Stone-uncl,,Found,1/1/1930,1930,,
Zapata County,Iron,,Found,1/1/1930,1930,27,-99
Henbury,Iron IIIAB,2000000,Found,1/1/1931,1931,-24.56667,133.16667
Springwater,Pallasite PMG-an,67600,Found,1/1/1931,1931,52,-108.3
Bear Lodge,Iron IIIAB,48500,Found,1/1/1931,1931,44.5,-104.2
Osseo,Iron IAB complex,46300,Found,1/1/1931,1931,47.63333,-80.08333
Ioka,L3.5,31500,Found,1/1/1931,1931,40.25,-110.08333
Alikatnima,Iron ungrouped,20000,Found,1/1/1931,1931,-23.33333,134.11667
Bruno,Iron IIAB,13000,Found,1/1/1931,1931,52.26667,-105.35
Tatahouine,Diogenite,12000,Fell,1/1/1931,1931,32.95,10.41667
Landor,Iron,9000,Found,1/1/1931,1931,-25.66667,117
Yukan,LL6,4800,Fell,1/1/1931,1931,28.71667,116.61667
Pine River,Iron IAB-sLL,3600,Found,1/1/1931,1931,44.21667,-89.1
Clareton,L6,1050,Found,1/1/1931,1931,43.7,-104.7
Lafayette (stone),Martian (nakhlite),800,Found,1/1/1931,1931,40.41667,-86.88333
Suwahib (Buwah),H3.8-an,241,Found,1/1/1931,1931,20.05556,51.41667
Pontlyfni,Winonaite,157,Fell,1/1/1931,1931,53.03639,-4.31944
Konovo,LL5,90,Fell,1/1/1931,1931,42.51667,26.16667
Lost Lake,L6,11,Found,1/1/1931,1931,37.65,-105.73333
Malotas,H5,,Fell,1/1/1931,1931,-28.93333,-63.23333
Wuzhi,Stone-uncl,,Fell,1/1/1931,1931,35.13333,113.33333
North Portugal,Iron,,Found,1/1/1931,1931,41,-8
Wei-hui-fu (a),Iron,,Found,1/1/1931,1931,,
Wei-hui-fu (b),Iron,,Found,1/1/1931,1931,,
Guanghua,Iron IVA,190000,Found,1/1/1932,1932,32.4,111.7
Wagon Mound,L6,87500,Found,1/1/1932,1932,35.84083,-104.58583
Kyancutta,Iron IIIAB,32700,Found,1/1/1932,1932,-33.28333,136
Deelfontein,Iron IAB-MG,28000,Found,1/1/1932,1932,-30.18333,23.26667
Gualeguaychú,H6,22000,Fell,1/1/1932,1932,-33,-58.61667
Baquedano,Iron IIIAB,22000,Found,1/1/1932,1932,-23.3,-69.88333
Altonah,Iron IVA,21500,Found,1/1/1932,1932,40.56667,-110.48333
Nordheim,Iron ungrouped,15150,Found,1/1/1932,1932,28.86667,-97.61667
Lanton,Iron IIIAB,13780,Found,1/1/1932,1932,36.53333,-91.8
Cowell,Iron IIIAB,5717,Found,1/1/1932,1932,-33.3,136.01667
Archie,H6,5070,Fell,1/1/1932,1932,38.5,-94.3
Kuznetzovo,L6,4047,Fell,1/1/1932,1932,55.2,75.33333
Khanpur,LL5,3698,Fell,1/1/1932,1932,25.55,83.11667
Khor Temiki,Aubrite,3200,Fell,1/1/1932,1932,16,36
Prambachkirchen,L6,2125,Fell,1/1/1932,1932,48.3025,13.94083
Douar Mghila,LL6,1161,Fell,1/1/1932,1932,32.33333,-6.3
Boerne,H6,1100,Found,1/1/1932,1932,29.8,-98.8
Cushing,H4,567,Found,1/1/1932,1932,35.96667,-96.76667
Föllinge,Iron IAB-sLH,400,Found,1/1/1932,1932,63.73333,14.85
Junction,L5,241,Found,1/1/1932,1932,30.5,-99.83333
Suwahib (Adraj),L4,118.1,Found,1/1/1932,1932,20.01667,50.93333
Suwahib ('Ain Sala),H6,106.1,Found,1/1/1932,1932,19.95556,51.03333
Umm Tina,L6,70.2,Found,1/1/1932,1932,19.02778,51.08333
Witsand Farm,LL4,66,Fell,1/1/1932,1932,-28.66667,18.91667
Naifa,Iron,8,Found,1/1/1932,1932,19.93333,51.21667
Lake Murray,Iron IIAB,270000,Found,1/1/1933,1933,34.1,-97
Pervomaisky,L6,66000,Fell,1/1/1933,1933,56.63333,39.43333
Roy (1933),L5,47200,Found,1/1/1933,1933,35.95,-104.2
Harrisonville,L6,46500,Found,1/1/1933,1933,38.65,-94.33333
Zemaitkiemis,L6,44100,Fell,1/1/1933,1933,55.3,25
Melrose (a),L5,36400,Found,1/1/1933,1933,34.38333,-103.61667
La Lande,L5,30000,Found,1/1/1933,1933,34.45,-104.13333
Chajari,L5,18300,Fell,1/1/1933,1933,-30.78333,-58.05
Holyoke,H4,11200,Found,1/1/1933,1933,40.56667,-102.3
Cherokee Springs,LL6,8400,Fell,1/1/1933,1933,35.03333,-81.88333
Phum Sambo,H4,7800,Fell,1/1/1933,1933,12,105.48333
Repeev Khutor,Iron IIF,7000,Fell,1/1/1933,1933,48.6,45.66667
Marsland,H5,6850,Found,1/1/1933,1933,42.45,-103.3
Pasamonte,Eucrite-pmict,5100,Fell,1/1/1933,1933,36.21667,-103.4
Grady (1933),L3-6,4230,Found,1/1/1933,1933,34.8,-103.31667
Sioux County,Eucrite-mmict,4100,Fell,1/1/1933,1933,42.58333,-103.66667
Pesyanoe,Aubrite,3393,Fell,1/1/1933,1933,55.5,66.08333
Shafter Lake,H5,3027,Found,1/1/1933,1933,32.4,-102.58333
Loomis,L6,3020,Found,1/1/1933,1933,40.46667,-99.5
Bushman Land,Iron IVA,3000,Found,1/1/1933,1933,-30,20
Hobbs,H4,2300,Found,1/1/1933,1933,32.73333,-103.1
Hobbs (b),H5,1600,Found,1/1/1933,1933,32.73333,-103.1
Malvern,Eucrite-pmict,807,Fell,1/1/1933,1933,-29.45,26.76667
Po-wang Chen,LL,665,Fell,1/1/1933,1933,31.41667,118.5
Banten,CM2,629,Fell,1/1/1933,1933,-6.33333,106
Athens,LL6,265,Fell,1/1/1933,1933,34.75,-87
Noyan-Bogdo,L6,250,Fell,1/1/1933,1933,42.91667,102.46667
Brient,Eucrite-pmict,219,Fell,1/1/1933,1933,52.13333,59.31667
Dyarrl Island,Mesosiderite-A1,188,Fell,1/1/1933,1933,-3,151
Malaga,OC,150,Fell,1/1/1933,1933,32.21667,-104
Para de Minas,Iron IVA,116300,Found,1/1/1934,1934,-19.86667,-44.61667
Bennett County,Iron IIAB,89000,Found,1/1/1934,1934,43.5,-101.25
Farmville,H4,56000,Fell,1/1/1934,1934,35.55,-77.53333
Weldona,H4,27700,Found,1/1/1934,1934,40.35,-103.95
Taiban,L5,25000,Found,1/1/1934,1934,34.45,-104.01667
Mangwendi,LL6,22300,Fell,1/1/1934,1934,-17.65,31.6
Nashville (iron),Iron,18000,Found,1/1/1934,1934,35.96667,-77.96667
Tryon,L6,15900,Found,1/1/1934,1934,41.55,-100.96667
Gruver,H4,13100,Found,1/1/1934,1934,36.33333,-101.4
Willard (b),H3.6,12700,Found,1/1/1934,1934,34.5,-105.83333
Park City,Iron IIAB,12300,Found,1/1/1934,1934,,
Cope,H5,12000,Found,1/1/1934,1934,39.66667,-102.83333
Glen Rose (iron),Iron ungrouped,11000,Found,1/1/1934,1934,32.25,-97.71667
Spearman,Iron IIIAB,10400,Found,1/1/1934,1934,36.25,-101.21667
Bahjoi,Iron IAB-sLL,10322,Fell,1/1/1934,1934,28.48333,78.5
Kearney,H5,10000,Found,1/1/1934,1934,40.68333,-99.06667
Round Top (a),L5,9935,Found,1/1/1934,1934,30.05806,-96.65139
Hainaut,H3-6,9000,Fell,1/1/1934,1934,50.31667,3.73333
Roy (1934),L6,5619,Found,1/1/1934,1934,35.95,-104.2
Amber,L6,4532,Found,1/1/1934,1934,35.16667,-97.88333
Fayetteville,H4,2360,Fell,1/1/1934,1934,36.05,-94.16667
Rio Negro,L4,1310,Fell,1/1/1934,1934,-26.1,-49.8
Capilla del Monte,H6,750,Fell,1/1/1934,1934,-30.88333,-64.55
Sazovice,L5,412,Fell,1/1/1934,1934,49.23333,17.56667
Tirupati,H6,230,Fell,1/1/1934,1934,13.63333,79.41667
Rumuruti,R3.8-6,67,Fell,1/1/1934,1934,0.26667,36.53333
Vigo Park,L4,35,Found,1/1/1934,1934,34.68333,-101.38333
Carver,Iron IIAB,94000,Found,1/1/1935,1935,32,-86
Łowicz,Mesosiderite-A3,59000,Fell,1/1/1935,1935,52,19.91667
Nullarbor 001,H5,40000,Found,1/1/1935,1935,-31,132
Patwar,Mesosiderite-A1,37350,Fell,1/1/1935,1935,23.15,91.18333
Perpeti,L6,23474,Fell,1/1/1935,1935,23.325,91
Maria Elena (1935),Iron IVA,15500,Found,1/1/1935,1935,-22.33333,-69.66667
Hasparos,Iron IAB-MG,12880,Found,1/1/1935,1935,34,-105.5
Quartz Mountain,Iron IIIAB,4832,Found,1/1/1935,1935,37.2,-116.7
Nikolaevka,H4,3996,Fell,1/1/1935,1935,52.45,78.63333
Paloduro,Iron IIIE,3000,Found,1/1/1935,1935,34.9,-101.21667
Pine Bluffs,H,2700,Found,1/1/1935,1935,41.18333,-104.06667
Pleasanton,H5,2300,Found,1/1/1935,1935,38.18333,-94.71667
Phillips County (pallasite),Pallasite PMG-an,1360,Found,1/1/1935,1935,40.45,-102.38333
McAddo,L6,1100,Found,1/1/1935,1935,33.75,-100.93333
Naruna (a),H4,672.3,Found,1/1/1935,1935,30.95,-98.26667
Sungach,H5,637,Fell,1/1/1935,1935,44.86667,133.16667
Madiun,L6,400,Fell,1/1/1935,1935,-7.75,111.53333
Hawk Springs,H5,367,Found,1/1/1935,1935,41.78333,-104.28333
New Mexico,Iron,130,Found,1/1/1935,1935,34.5,-107
Marlow,L5,68000,Found,1/1/1936,1936,34.6,-97.91667
Gladstone (stone),H4,57300,Found,1/1/1936,1936,36.3,-104
Cuero,H5,46500,Found,1/1/1936,1936,29.01667,-97.28333
Arriba,L5,31100,Found,1/1/1936,1936,39.3,-103.25
Negrillos,Iron IIAB,28500,Found,1/1/1936,1936,-19.88333,-69.83333
Adrian,H4,22600,Found,1/1/1936,1936,35.15,-102.71667
New Leipzig,Iron IAB-MG,20000,Found,1/1/1936,1936,46.36667,-101.95
Farley,H5,19400,Found,1/1/1936,1936,36.33333,-104.05
Channing,H5,15300,Found,1/1/1936,1936,35.71667,-102.28333
Sanderson,Iron IIIAB,6800,Found,1/1/1936,1936,30.13333,-102.15
Cashion,H4,5896.8,Found,1/1/1936,1936,35.84778,-97.70333
Ouallen,H6,5174,Found,1/1/1936,1936,24.16667,0.08333
Shallowater,Aubrite,4650,Found,1/1/1936,1936,33.7,-101.93333
Phulmari,Stone-uncl,4064,Found,1/1/1936,1936,20.13333,75.5
Ichkala,H6,3973,Fell,1/1/1936,1936,58.2,82.93333
Grant County,L6,2300,Found,1/1/1936,1936,37.46667,-101.43333
Macibini,Eucrite-pmict,1995,Fell,1/1/1936,1936,-28.83333,31.95
Elton,Iron ungrouped,1900,Found,1/1/1936,1936,33.71667,-100.83333
Seneca,H4,1900,Found,1/1/1936,1936,39.83333,-96.06667
Livingston (Montana),Iron IIIAB,1600,Found,1/1/1936,1936,45.6,-110.58333
Yurtuk,Howardite,1472,Fell,1/1/1936,1936,47.31667,35.36667
Karval,H5,1104,Found,1/1/1936,1936,38.71667,-103.51667
Ute Creek,H4,1000,Found,1/1/1936,1936,36.2,-103.9
Aiken,OC,956,Found,1/1/1936,1936,34.2,-101.5
Hale Center (no. 2),H4,695,Found,1/1/1936,1936,34.05,-101.75
Hale Center (no. 1),L5,610,Found,1/1/1936,1936,34.05,-101.75
Elkhart,H5,573,Found,1/1/1936,1936,37.01667,-101.88333
Rolla (1936),H5,440,Found,1/1/1936,1936,37.11667,-101.6
Nassirah,H4,347,Fell,1/1/1936,1936,-21.73333,165.9
Wray (a),H4-an,281.7,Found,1/1/1936,1936,40.05,-102.2
Muroc Dry Lake,L6,223,Found,1/1/1936,1936,34.91667,-117.83333
Hugo (stone),H5,80,Found,1/1/1936,1936,39.13333,-103.48333
Crescent,CM2,78.4,Fell,1/1/1936,1936,35.95,-97.58333
Great Bear Lake,H6,40,Found,1/1/1936,1936,66,-120
Muroc,L,18.4,Found,1/1/1936,1936,34.91667,-117.83333
Los Sauces,Iron,997000,Found,1/1/1937,1937,-29.41667,-66.85
Boxhole,Iron IIIAB,500000,Found,1/1/1937,1937,-22.61667,135.2
Putinga,L6,300000,Fell,1/1/1937,1937,-29.03333,-53.05
Kainsaz,CO3.2,200000,Fell,1/1/1937,1937,55.43333,53.25
Scurry,H5,118000,Found,1/1/1937,1937,32.5,-101
Gundaring,Iron IIIAB,112500,Found,1/1/1937,1937,-33.3,117.66667
Mrirt,Iron,79900,Found,1/1/1937,1937,33.13333,-5.56667
Kumerina,Iron IIC,53500,Found,1/1/1937,1937,-24.91667,119.41667
Beenham,L5,44400,Found,1/1/1937,1937,36.21667,-103.65
Kelly,LL4,44300,Found,1/1/1937,1937,40.46667,-103.03333
Brownfield (1937),H3.7,40960,Found,1/1/1937,1937,33.21667,-102.18333
Wonyulgunna,Iron IIIAB,37800,Found,1/1/1937,1937,-24.91667,120.06667
Ladder Creek,L6,35100,Found,1/1/1937,1937,38.61667,-101.63333
Texline,H5,26200,Found,1/1/1937,1937,36.4,-103.01667
Tauti,L6,21000,Fell,1/1/1937,1937,46.71667,23.5
Bristol,Iron IVA,20000,Found,1/1/1937,1937,36.56667,-82.18333
Arcadia,LL6,19400,Found,1/1/1937,1937,41.41667,-99.1
Shaw,L6/7,17500,Found,1/1/1937,1937,39.53333,-103.33333
Peetz,L6,11500,Found,1/1/1937,1937,40.95,-103.08333
Clark County,Iron IIIF,11300,Found,1/1/1937,1937,38,-84.16667
Johnson City,L6,10400,Found,1/1/1937,1937,37.55,-101.68333
Grady (1937),H3.7,9300,Found,1/1/1937,1937,34.8,-103.31667
Hardwick,L4,7800,Found,1/1/1937,1937,43.8,-96.16667
Broken Bow,H4,6800,Found,1/1/1937,1937,41.43333,-99.7
Casilda,H5,5250,Found,1/1/1937,1937,-33.1,-61.13333
Cedar (Kansas),H6,4900,Found,1/1/1937,1937,39.7,-98.98333
Coolidge,C4-ung,4500,Found,1/1/1937,1937,38.03333,-101.98333
Lincoln County,L6,4500,Found,1/1/1937,1937,39.36667,-103.16667
Farnum,L5,4200,Found,1/1/1937,1937,40.25,-100.23333
Laketon,L6,3600,Found,1/1/1937,1937,35.56667,-100.66667
Kaptal-Aryk,L6,3500,Fell,1/1/1937,1937,42.45,73.36667
Rangala,L6,3224.5,Fell,1/1/1937,1937,25.38333,72.01667
Springfield,L6,3200,Found,1/1/1937,1937,37.38333,-102.63333
Novorybinskoe,Iron IVA,3055,Found,1/1/1937,1937,51.88333,71.25
Little Spring Creek,H5,2950,Found,1/1/1937,1937,37.68333,-105.7
Kaalijarv,Iron IAB-MG,2250,Found,1/1/1937,1937,58.4,22.66667
Alamosa,L6,1800,Found,1/1/1937,1937,37.46667,-105.86667
Erofeevka,H4,1771.9,Found,1/1/1937,1937,51.86667,70.35
Ferguson Switch,H5,1700,Found,1/1/1937,1937,34,-101.5
Smith Center,L6,1585,Found,1/1/1937,1937,39.83333,-99.01667
Waldo,L6,1300,Found,1/1/1937,1937,39.1,-98.83333
Haviland (a),H5,1035,Found,1/1/1937,1937,37.61667,-99.1
Brady,L6,927,Found,1/1/1937,1937,31.05,-99.46667
Yalgoo,LL,850,Found,1/1/1937,1937,-28.38333,116.71667
Mount Morris (Wisconsin),Iron IAB-an,676,Found,1/1/1937,1937,44,-89.25
Horse Creek,Iron ungrouped,570,Found,1/1/1937,1937,37.58333,-102.76667
Mabwe-Khoywa,L5,540,Fell,1/1/1937,1937,19,97
Holly,H4,299,Found,1/1/1937,1937,38.06667,-102.1
Livingston (Tennessee),Iron IAB-ung,235,Found,1/1/1937,1937,36.41667,-85.25
Springfield (b),L,229.3,Found,1/1/1937,1937,37.48333,-102.67667
Ingalls,H6,226,Found,1/1/1937,1937,37.83333,-100.45
Whitman,H5,221,Found,1/1/1937,1937,42.03333,-101.5
Belville,OC,,Fell,1/1/1937,1937,-32.33333,-64.86667
Korrelocking,Unknown,,Found,1/1/1937,1937,-26,122
Goose Lake,Iron IAB-sLL,1169500,Found,1/1/1938,1938,41.98,-120.54167
Chebankol,Iron IAB-sHL,127760,Found,1/1/1938,1938,53.66667,88
Zhovtnevyi,H6,107000,Fell,1/1/1938,1938,47.58333,37.25
Agua Blanca,Iron IIIAB,49000,Found,1/1/1938,1938,-28.91667,-66.95
South African Railways,Iron IVA,47000,Found,1/1/1938,1938,,
Bonita Springs,H5,41800,Found,1/1/1938,1938,26.26667,-81.75
El Simbolar,Iron,40000,Found,1/1/1938,1938,-30.63333,-64.88333
Monahans (1938),Iron IIF,27900,Found,1/1/1938,1938,31.48333,-102.88333
Cavour,H6,26210,Found,1/1/1938,1938,44.221494,-98.059192
Romero,H4,17200,Found,1/1/1938,1938,35.76667,-102.95
Ransom,H4,15000,Found,1/1/1938,1938,38.61667,-99.93333
Alamogordo,H5,13600,Found,1/1/1938,1938,32.9,-105.93333
Harriman (Om),Iron IIIAB,13000,Found,1/1/1938,1938,35.95,-84.56667
Sandtown,Iron IIIAB,9350,Found,1/1/1938,1938,35.93333,-91.63333
Rush Creek,L6,9300,Found,1/1/1938,1938,38.61667,-102.71667
Howe,H5,8630,Found,1/1/1938,1938,33.5,-96.6
Bartlett,Iron IIIAB,8590,Found,1/1/1938,1938,30.83333,-97.5
Mukinbudin,H5,8200,Found,1/1/1938,1938,-30.91667,118.2
Calico Rock,Iron IIAB,7275,Found,1/1/1938,1938,36.08333,-92.15
Juarez,L6,6100,Found,1/1/1938,1938,-37.55,-60.15
Atlanta,EL6,5500,Found,1/1/1938,1938,31.8,-92.75
Garnett,H4,4788,Found,1/1/1938,1938,38.26667,-95.25
Wray (b),L5,3884,Found,1/1/1938,1938,40.33083,-102.19583
Soper,Iron ungrouped,3700,Found,1/1/1938,1938,34.03333,-95.58333
Wiley,Iron IIC,3500,Found,1/1/1938,1938,38.15,-102.66667
Aztec,L6,2830,Fell,1/1/1938,1938,36.8,-108
Silverton (Texas),H4,2576,Found,1/1/1938,1938,34.53333,-101.18333
Kukschin,L6,2250,Fell,1/1/1938,1938,51.15,31.7
Pantar,H5,2130,Fell,1/1/1938,1938,8.06667,124.28333
Tatum,H4,1787,Found,1/1/1938,1938,33.23333,-103.44167
Benld,H6,1770.5,Fell,1/1/1938,1938,39.08333,-89.15
Lubbock,L5,1457.8,Found,1/1/1938,1938,33.6,-101.73333
Metsäkylä,H4,1200,Found,1/1/1938,1938,60.65,27.06667
Aurora,H4,1000,Found,1/1/1938,1938,36.33333,-105.05
Lavrentievka,L6,800,Fell,1/1/1938,1938,52.45,51.56667
Kasamatsu,H,710,Fell,1/1/1938,1938,35.36667,136.76667
Ivuna,CI1,704.5,Fell,1/1/1938,1938,-8.41667,32.43333
Ness County (1938),H4,652,Found,1/1/1938,1938,38.48333,-99.91667
St. Ann,H6,373.5,Found,1/1/1938,1938,40.45,-100.75
Chicora,LL6,303,Fell,1/1/1938,1938,40.93333,-79.73333
Pavlodar (stone),H5,142.5,Fell,1/1/1938,1938,52.3,77.03333
Shohaku,Iron,101,Found,1/1/1938,1938,40.31667,126.91667
Bloomington,LL6,67.8,Fell,1/1/1938,1938,40.48,-89.00417
Nazareth (a),L6,44,Found,1/1/1938,1938,34.5,-102.25
Apex,L6,6.1,Found,1/1/1938,1938,39.75,-105.2
Keyes,L6,142000,Found,1/1/1939,1939,36.71667,-102.5
Concho,L6,93500,Found,1/1/1939,1939,32,-101.5
Tawallah Valley,Iron IVB,75750,Found,1/1/1939,1939,-15.7,135.66667
Mapleton,Iron IIIAB,49000,Found,1/1/1939,1939,42.18333,-95.71667
Dresden (Ontario),H6,47700,Fell,1/1/1939,1939,42.52,-82.26
El Burro,Iron IIAB,35900,Found,1/1/1939,1939,29.33333,-101.83333
Nashville (stone),L6,25000,Found,1/1/1939,1939,37.45,-98.41667
Andura,H6,17900,Fell,1/1/1939,1939,20.88333,76.86667
Hat Creek,H4,8900,Found,1/1/1939,1939,42.91667,-104.41667
Edmonton (Canada),Iron IIAB,7340,Found,1/1/1939,1939,53.66667,-113.41667
